Accession	Description	Gene Symbol	Corrected Abundance ratio (1.53)	Log2 Corrected Abundance Ratio	Abundance Ratio Adj. P-Value: (127. T3 Tc WT) / (126. T0 WT)	LOG10 Adj.P-val
P45425	N-acetylmannosamine kinase OS=Escherichia coli (strain K12) OX=83333 GN=nanK PE=1 SV=2	nanK	0.630718954	-0.664930805	1	0
P30859	Putative ABC transporter arginine-binding protein 2 OS=Escherichia coli (strain K12) OX=83333 GN=artI PE=1 SV=3	artI	0.631372549	-0.663436559	1	0
P75777	UPF0194 membrane protein YbhG OS=Escherichia coli (strain K12) OX=83333 GN=ybhG PE=2 SV=1	ybhG	0.631372549	-0.663436559	1	0
P25746	High frequency lysogenization protein HflD OS=Escherichia coli (strain K12) OX=83333 GN=hflD PE=1 SV=1	hflD	0.631372549	-0.663436559	1	0
P02924	L-arabinose-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=araF PE=1 SV=2	araF	0.631372549	-0.663436559	1	0
P08331	2'.3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase OS=Escherichia coli (strain K12) OX=83333 GN=cpdB PE=1 SV=2	cpdB	0.632026144	-0.661943858	1	0
P10443	DNA polymerase III subunit alpha OS=Escherichia coli (strain K12) OX=83333 GN=dnaE PE=1 SV=1	dnaE	0.632026144	-0.661943858	1	0
P77529	L-cystine transporter YdjN OS=Escherichia coli (strain K12) OX=83333 GN=ydjN PE=3 SV=1	ydjN	0.632679739	-0.6604527	1	0
P0A881	Trp operon repressor OS=Escherichia coli (strain K12) OX=83333 GN=trpR PE=1 SV=2	trpR	0.632679739	-0.6604527	1	0
P23909	DNA mismatch repair protein MutS OS=Escherichia coli (strain K12) OX=83333 GN=mutS PE=1 SV=1	mutS	0.633333333	-0.658963082	1	0
P23839	UPF0701 protein YicC OS=Escherichia coli (strain K12) OX=83333 GN=yicC PE=1 SV=2	yicC	0.633333333	-0.658963082	1	0
P69820	Ascorbate-specific PTS system EIIA component OS=Escherichia coli (strain K12) OX=83333 GN=ulaC PE=1 SV=1	ulaC	0.633333333	-0.658963082		#VALEUR!
P77348	Periplasmic murein peptide-binding protein OS=Escherichia coli (strain K12) OX=83333 GN=mppA PE=1 SV=2	mppA	0.633986928	-0.657475001	1	0
P19926	Glucose-1-phosphatase OS=Escherichia coli (strain K12) OX=83333 GN=agp PE=1 SV=1	agp	0.633986928	-0.657475001	1	0
P31545	Deferrochelatase/peroxidase EfeB OS=Escherichia coli (strain K12) OX=83333 GN=efeB PE=1 SV=2	efeB	0.633986928	-0.657475001	1	0
P0AE70	Endoribonuclease toxin MazF OS=Escherichia coli (strain K12) OX=83333 GN=mazF PE=1 SV=1	mazF	0.633986928	-0.657475001	1	0
P0AD61	Pyruvate kinase I OS=Escherichia coli (strain K12) OX=83333 GN=pykF PE=1 SV=1	pykF	0.634640523	-0.655988452	1	0
P0A6L2	4-hydroxy-tetrahydrodipicolinate synthase OS=Escherichia coli (strain K12) OX=83333 GN=dapA PE=1 SV=1	dapA	0.634640523	-0.655988452	1	0
P39172	High-affinity zinc uptake system protein ZnuA OS=Escherichia coli (strain K12) OX=83333 GN=znuA PE=1 SV=4	znuA	0.634640523	-0.655988452	1	0
P75863	Uncharacterized protein YcbX OS=Escherichia coli (strain K12) OX=83333 GN=ycbX PE=1 SV=1	ycbX	0.635294118	-0.654503434	1	0
P0AGG4	Thioredoxin 2 OS=Escherichia coli (strain K12) OX=83333 GN=trxC PE=1 SV=1	trxC	0.635294118	-0.654503434	1	0
P32703	Uncharacterized Na(+)/H(+) exchanger YjcE OS=Escherichia coli (strain K12) OX=83333 GN=yjcE PE=3 SV=1	yjcE	0.635294118	-0.654503434	1	0
P37052	UPF0225 protein YchJ OS=Escherichia coli (strain K12) OX=83333 GN=ychJ PE=1 SV=2	ychJ	0.635294118	-0.654503434	1	0
P15286	Flagellar regulator flk OS=Escherichia coli (strain K12) OX=83333 GN=flk PE=3 SV=2	flk	0.635294118	-0.654503434	1	0
P37028	Vitamin B12-binding protein OS=Escherichia coli (strain K12) OX=83333 GN=btuF PE=1 SV=2	btuF	0.635294118	-0.654503434		#VALEUR!
P37626	Uncharacterized protein YhiI OS=Escherichia coli (strain K12) OX=83333 GN=yhiI PE=3 SV=1	yhiI	0.635947712	-0.653019943	1	0
P08194	Glycerol-3-phosphate transporter OS=Escherichia coli (strain K12) OX=83333 GN=glpT PE=1 SV=1	glpT	0.635947712	-0.653019943	1	0
P0ABI8	Cytochrome bo(3) ubiquinol oxidase subunit 1 OS=Escherichia coli (strain K12) OX=83333 GN=cyoB PE=1 SV=1	cyoB	0.635947712	-0.653019943	1	0
P0A988	Beta sliding clamp OS=Escherichia coli (strain K12) OX=83333 GN=dnaN PE=1 SV=1	dnaN	0.636601307	-0.651537975	1	0
P15288	Cytosol non-specific dipeptidase OS=Escherichia coli (strain K12) OX=83333 GN=pepD PE=1 SV=3	pepD	0.637254902	-0.650057529	1	0
P29680	Uroporphyrinogen decarboxylase OS=Escherichia coli (strain K12) OX=83333 GN=hemE PE=3 SV=3	hemE	0.637254902	-0.650057529	1	0
P04995	Exodeoxyribonuclease I OS=Escherichia coli (strain K12) OX=83333 GN=sbcB PE=1 SV=2	sbcB	0.637254902	-0.650057529	1	0
P06961	Multifunctional CCA protein OS=Escherichia coli (strain K12) OX=83333 GN=cca PE=1 SV=1	cca	0.637254902	-0.650057529	1	0
P30748	Molybdopterin synthase sulfur carrier subunit OS=Escherichia coli (strain K12) OX=83333 GN=moaD PE=1 SV=2	moaD	0.637908497	-0.6485786	1	0
P0AAI5	3-oxoacyl-[acyl-carrier-protein] synthase 2 OS=Escherichia coli (strain K12) OX=83333 GN=fabF PE=1 SV=2	fabF	0.638562092	-0.647101186	1	0
P0AG86	Protein-export protein SecB OS=Escherichia coli (strain K12) OX=83333 GN=secB PE=1 SV=1	secB	0.639215686	-0.645625283	1	0
P65807	Uncharacterized protein YgeY OS=Escherichia coli (strain K12) OX=83333 GN=ygeY PE=3 SV=1	ygeY	0.639215686	-0.645625283	1	0
P0AEK0	Exodeoxyribonuclease 10 OS=Escherichia coli (strain K12) OX=83333 GN=exoX PE=1 SV=1	exoX	0.639215686	-0.645625283	1	0
P77162	Uncharacterized protein YkfB OS=Escherichia coli (strain K12) OX=83333 GN=ykfB PE=3 SV=1	"AB185_RS30275; ykfB"	0.639215686	-0.645625283		#VALEUR!
P0A894	RNase adapter protein RapZ OS=Escherichia coli (strain K12) OX=83333 GN=rapZ PE=1 SV=1	yhbJ	0.639869281	-0.644150888	1	0
P27305	Glutamyl-Q tRNA(Asp) synthetase OS=Escherichia coli (strain K12) OX=83333 GN=gluQ PE=1 SV=6	gluQ	0.639869281	-0.644150888	1	0
P05100	DNA-3-methyladenine glycosylase 1 OS=Escherichia coli (strain K12) OX=83333 GN=tag PE=1 SV=1	tag	0.639869281	-0.644150888		#VALEUR!
Q46893	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=ispD PE=1 SV=3	ispD	0.640522876	-0.642677999	1	0
P0ADV9	Lipopolysaccharide export system protein LptC OS=Escherichia coli (strain K12) OX=83333 GN=lptC PE=1 SV=1	lptC	0.640522876	-0.642677999	1	0
P33218	Inner membrane protein YebE OS=Escherichia coli (strain K12) OX=83333 GN=yebE PE=1 SV=2	yebE	0.641176471	-0.641206611	1	0
P37194	Outer membrane protein slp OS=Escherichia coli (strain K12) OX=83333 GN=slp PE=1 SV=1	slp	0.64248366	-0.638268331	1	0
P21599	Pyruvate kinase II OS=Escherichia coli (strain K12) OX=83333 GN=pykA PE=1 SV=3	pykA	0.643137255	-0.636801432	1	0
P0AFM2	Glycine betaine/proline betaine-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=proX PE=1 SV=1	proX	0.643137255	-0.636801432	1	0
P0AFH8	Osmotically-inducible protein Y OS=Escherichia coli (strain K12) OX=83333 GN=osmY PE=1 SV=1	osmY	0.643137255	-0.636801432	1	0
P0AFL3	Peptidyl-prolyl cis-trans isomerase A OS=Escherichia coli (strain K12) OX=83333 GN=ppiA PE=1 SV=1	ppiA	0.643137255	-0.636801432	1	0
P37691	Uncharacterized protein YibQ OS=Escherichia coli (strain K12) OX=83333 GN=yibQ PE=3 SV=2	yibQ	0.643137255	-0.636801432	1	0
P0AEX3	Alpha-ketoglutarate permease OS=Escherichia coli (strain K12) OX=83333 GN=kgtP PE=1 SV=1	kgtP	0.643137255	-0.636801432	1	0
P39274	Uncharacterized protein YjdJ OS=Escherichia coli (strain K12) OX=83333 GN=yjdJ PE=1 SV=1	yjdJ	0.643137255	-0.636801432	1	0
P23847	Periplasmic dipeptide transport protein OS=Escherichia coli (strain K12) OX=83333 GN=dppA PE=1 SV=1	dppA	0.64379085	-0.635336023	1	0
P0AG44	50S ribosomal protein L17 OS=Escherichia coli (strain K12) OX=83333 GN=rplQ PE=1 SV=1	"APT61_RS02185; rplQ; GLAD_RS12970"	0.64379085	-0.635336023	1	0
P0A6C1	Endonuclease 4 OS=Escherichia coli (strain K12) OX=83333 GN=nfo PE=1 SV=1	nfo	0.64379085	-0.635336023	1	0
P75682	Putative 2-dehydro-3-deoxy-D-gluconate aldolase YagE OS=Escherichia coli (strain K12) OX=83333 GN=yagE PE=1 SV=2	yagE	0.64379085	-0.635336023	1	0
P0A8J2	Primosomal protein 1 OS=Escherichia coli (strain K12) OX=83333 GN=dnaT PE=1 SV=2	dnaT	0.64379085	-0.635336023	1	0
P0A9U6	HTH-type transcriptional regulator PuuR OS=Escherichia coli (strain K12) OX=83333 GN=puuR PE=1 SV=1	puuR	0.644444444	-0.633872101	1	0
P0A8N0	Macrodomain Ter protein OS=Escherichia coli (strain K12) OX=83333 GN=matP PE=1 SV=1	matP	0.644444444	-0.633872101		#VALEUR!
P0AFC0	Dihydroneopterin triphosphate diphosphatase OS=Escherichia coli (strain K12) OX=83333 GN=nudB PE=1 SV=1	nudB	0.644444444	-0.633872101	1	0
P02925	Ribose import binding protein RbsB OS=Escherichia coli (strain K12) OX=83333 GN=rbsB PE=1 SV=1	rbsB	0.645098039	-0.632409663	1	0
P00903	Aminodeoxychorismate synthase component 2 OS=Escherichia coli (strain K12) OX=83333 GN=pabA PE=1 SV=1	pabA	0.645098039	-0.632409663	1	0
P0AC53	Glucose-6-phosphate 1-dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=zwf PE=1 SV=1	zwf	0.645751634	-0.630948706	1	0
P60716	Lipoyl synthase OS=Escherichia coli (strain K12) OX=83333 GN=lipA PE=1 SV=1	lipA	0.645751634	-0.630948706	1	0
P22564	Non-specific ribonucleoside hydrolase RihC OS=Escherichia coli (strain K12) OX=83333 GN=rihC PE=1 SV=1	rihC	0.645751634	-0.630948706	1	0
P77499	Probable ATP-dependent transporter SufC OS=Escherichia coli (strain K12) OX=83333 GN=sufC PE=1 SV=1	sufC	0.645751634	-0.630948706	1	0
P0A8U0	Protein Syd OS=Escherichia coli (strain K12) OX=83333 GN=syd PE=1 SV=1	syd	0.645751634	-0.630948706	1	0
P37642	Inner membrane protein YhjD OS=Escherichia coli (strain K12) OX=83333 GN=yhjD PE=1 SV=1	yhjD	0.645751634	-0.630948706		#VALEUR!
P00561	Bifunctional aspartokinase/homoserine dehydrogenase 1 OS=Escherichia coli (strain K12) OX=83333 GN=thrA PE=1 SV=2	thrA	0.646405229	-0.629489227	1	0
P37765	Ribosomal large subunit pseudouridine synthase B OS=Escherichia coli (strain K12) OX=83333 GN=rluB PE=1 SV=2	rluB	0.646405229	-0.629489227	1	0
P0AAU7	Uncharacterized protein YbfE OS=Escherichia coli (strain K12) OX=83333 GN=ybfE PE=1 SV=2	ybfE	0.646405229	-0.629489227	1	0
P0AD44	Uncharacterized protein YfhG OS=Escherichia coli (strain K12) OX=83333 GN=yfhG PE=3 SV=1	yfhG	0.646405229	-0.629489227		#VALEUR!
P23862	Primosomal replication protein N'' OS=Escherichia coli (strain K12) OX=83333 GN=priC PE=1 SV=3	priC	0.647058824	-0.628031223		#VALEUR!
P37902	Glutamate/aspartate import solute-binding protein OS=Escherichia coli (strain K12) OX=83333 GN=gltI PE=1 SV=2	gltI	0.647712418	-0.62657469	1	0
P17993	Ubiquinone biosynthesis O-methyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=ubiG PE=1 SV=1	ubiG	0.648366013	-0.625119627	1	0
P25535	2-octaprenylphenol hydroxylase OS=Escherichia coli (strain K12) OX=83333 GN=ubiI PE=1 SV=2	"visC; ubiI"	0.648366013	-0.625119627	1	0
P13458	Nuclease SbcCD subunit C OS=Escherichia coli (strain K12) OX=83333 GN=sbcC PE=1 SV=1	sbcC	0.648366013	-0.625119627	1	0
P0AG80	sn-glycerol-3-phosphate-binding periplasmic protein UgpB OS=Escherichia coli (strain K12) OX=83333 GN=ugpB PE=1 SV=1	ugpB	0.648366013	-0.625119627	1	0
P05458	Protease 3 OS=Escherichia coli (strain K12) OX=83333 GN=ptrA PE=1 SV=1	ptrA	0.649019608	-0.62366603	1	0
P0AFW8	Protein rof OS=Escherichia coli (strain K12) OX=83333 GN=rof PE=1 SV=1	rof	0.649019608	-0.62366603	1	0
P0AAE0	D-serine/D-alanine/glycine transporter OS=Escherichia coli (strain K12) OX=83333 GN=cycA PE=1 SV=1	cycA	0.649019608	-0.62366603	1	0
P0A7E1	Dihydroorotate dehydrogenase (quinone) OS=Escherichia coli (strain K12) OX=83333 GN=pyrD PE=1 SV=1	pyrD	0.649673203	-0.622213896	1	0
P77202	Thiol:disulfide interchange protein DsbG OS=Escherichia coli (strain K12) OX=83333 GN=dsbG PE=1 SV=2	dsbG	0.649673203	-0.622213896	1	0
P0A8V0	Ribonuclease BN OS=Escherichia coli (strain K12) OX=83333 GN=rbn PE=1 SV=1	rbn	0.649673203	-0.622213896	1	0
P0A6T9	Glycine cleavage system H protein OS=Escherichia coli (strain K12) OX=83333 GN=gcvH PE=1 SV=2	gcvH	0.649673203	-0.622213896		#VALEUR!
P23305	Uncharacterized protein YigA OS=Escherichia coli (strain K12) OX=83333 GN=yigA PE=4 SV=1	yigA	0.650326797	-0.620763222	1	0
P62672	Protein ApaG OS=Escherichia coli (strain K12) OX=83333 GN=apaG PE=3 SV=1	apaG	0.650326797	-0.620763222	1	0
P0A7Z4	DNA-directed RNA polymerase subunit alpha OS=Escherichia coli (strain K12) OX=83333 GN=rpoA PE=1 SV=1	"rpoA; AL524_RS00765"	0.650980392	-0.619314006	1	0
P36929	Ribosomal RNA small subunit methyltransferase B OS=Escherichia coli (strain K12) OX=83333 GN=rsmB PE=1 SV=2	rsmB	0.650980392	-0.619314006	1	0
P30125	3-isopropylmalate dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=leuB PE=1 SV=3	leuB	0.650980392	-0.619314006	1	0
P37648	Protein YhjJ OS=Escherichia coli (strain K12) OX=83333 GN=yhjJ PE=1 SV=1	yhjJ	0.651633987	-0.617866243	1	0
P68688	Glutaredoxin 1 OS=Escherichia coli (strain K12) OX=83333 GN=grxA PE=1 SV=1	grxA	0.651633987	-0.617866243	1	0
P55734	Inner membrane protein YgaP OS=Escherichia coli (strain K12) OX=83333 GN=ygaP PE=1 SV=1	ygaP	0.651633987	-0.617866243	1	0
P45530	Protein TusB OS=Escherichia coli (strain K12) OX=83333 GN=tusB PE=1 SV=1	tusB	0.651633987	-0.617866243	1	0
P75952	HTH-type transcriptional repressor ComR OS=Escherichia coli (strain K12) OX=83333 GN=comR PE=1 SV=2	ycfQ	0.652287582	-0.616419932	1	0
P09394	Glycerophosphodiester phosphodiesterase. periplasmic OS=Escherichia coli (strain K12) OX=83333 GN=glpQ PE=1 SV=2	glpQ	0.652941176	-0.61497507	1	0
P0A6S7	Glycerol-3-phosphate dehydrogenase [NAD(P)+] OS=Escherichia coli (strain K12) OX=83333 GN=gpsA PE=3 SV=1	gpsA	0.652941176	-0.61497507	1	0
P00811	Beta-lactamase OS=Escherichia coli (strain K12) OX=83333 GN=ampC PE=1 SV=1	ampC	0.652941176	-0.61497507	1	0
P23886	ATP-binding/permease protein CydC OS=Escherichia coli (strain K12) OX=83333 GN=cydC PE=3 SV=2	cydC	0.652941176	-0.61497507	1	0
P0A6E9	ATP-dependent dethiobiotin synthetase BioD 2 OS=Escherichia coli (strain K12) OX=83333 GN=bioD2 PE=3 SV=1	ynfK	0.652941176	-0.61497507	1	0
P0A8J4	UPF0250 protein YbeD OS=Escherichia coli (strain K12) OX=83333 GN=ybeD PE=1 SV=1	ybeD	0.653594771	-0.613531653	1	0
P37355	2-succinyl-6-hydroxy-2.4-cyclohexadiene-1-carboxylate synthase OS=Escherichia coli (strain K12) OX=83333 GN=menH PE=1 SV=2	menH	0.654248366	-0.612089679		#VALEUR!
P00634	Alkaline phosphatase OS=Escherichia coli (strain K12) OX=83333 GN=phoA PE=1 SV=1	phoA	0.654248366	-0.612089679		#VALEUR!
P61316	Outer-membrane lipoprotein carrier protein OS=Escherichia coli (strain K12) OX=83333 GN=lolA PE=1 SV=1	lolA	0.654901961	-0.610649144	1	0
P31473	ATPase RavA OS=Escherichia coli (strain K12) OX=83333 GN=ravA PE=1 SV=2	ravA	0.654901961	-0.610649144	1	0
P0AEY3	Nucleoside triphosphate pyrophosphohydrolase OS=Escherichia coli (strain K12) OX=83333 GN=mazG PE=1 SV=1	mazG	0.654901961	-0.610649144	1	0
P52119	UPF0125 protein RatB OS=Escherichia coli (strain K12) OX=83333 GN=ratB PE=1 SV=1	ratB	0.654901961	-0.610649144	1	0
P0A8I3	UPF0246 protein YaaA OS=Escherichia coli (strain K12) OX=83333 GN=yaaA PE=1 SV=1	yaaA	0.655555556	-0.609210047	1	0
P52598	Uncharacterized HTH-type transcriptional regulator YgbI OS=Escherichia coli (strain K12) OX=83333 GN=ygbI PE=4 SV=2	ygbI	0.655555556	-0.609210047	1	0
P37353	2-succinylbenzoate--CoA ligase OS=Escherichia coli (strain K12) OX=83333 GN=menE PE=1 SV=2	menE	0.655555556	-0.609210047	1	0
P0ABZ1	Flagellar motor switch protein FliG OS=Escherichia coli (strain K12) OX=83333 GN=fliG PE=1 SV=1	fliG	0.65620915	-0.607772384	1	0
P0A951	Spermidine N(1)-acetyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=speG PE=1 SV=2	speG	0.65620915	-0.607772384	1	0
Q59385	Copper-exporting P-type ATPase OS=Escherichia coli (strain K12) OX=83333 GN=copA PE=1 SV=4	copA	0.65620915	-0.607772384	1	0
P16703	Cysteine synthase B OS=Escherichia coli (strain K12) OX=83333 GN=cysM PE=1 SV=1	cysM	0.65620915	-0.607772384	1	0
P31455	Uncharacterized protein YidR OS=Escherichia coli (strain K12) OX=83333 GN=yidR PE=4 SV=4	yidR	0.65620915	-0.607772384	1	0
P04335	Esterase FrsA OS=Escherichia coli (strain K12) OX=83333 GN=frsA PE=3 SV=2	frsA	0.656862745	-0.606336152	1	0
P0A8W0	HTH-type transcriptional repressor NanR OS=Escherichia coli (strain K12) OX=83333 GN=nanR PE=1 SV=1	nanR	0.656862745	-0.606336152	1	0
P28631	DNA polymerase III subunit delta' OS=Escherichia coli (strain K12) OX=83333 GN=holB PE=1 SV=2	holB	0.656862745	-0.606336152	1	0
P16926	Cell shape-determining protein MreC OS=Escherichia coli (strain K12) OX=83333 GN=mreC PE=1 SV=1	mreC	0.656862745	-0.606336152	1	0
P33371	tRNA-dihydrouridine(16) synthase OS=Escherichia coli (strain K12) OX=83333 GN=dusC PE=1 SV=1	dusC	0.656862745	-0.606336152	1	0
P37177	Phosphoenolpyruvate-dependent phosphotransferase system OS=Escherichia coli (strain K12) OX=83333 GN=ptsP PE=1 SV=2	ptsP	0.65751634	-0.604901348	1	0
P0ACU0	HTH-type transcriptional dual regulator CecR OS=Escherichia coli (strain K12) OX=83333 GN=cecR PE=1 SV=1	ybiH	0.65751634	-0.604901348	1	0
P20099	Biotin sulfoxide reductase OS=Escherichia coli (strain K12) OX=83333 GN=bisC PE=1 SV=3	bisC	0.65751634	-0.604901348	1	0
P0AFS9	Murein DD-endopeptidase MepM OS=Escherichia coli (strain K12) OX=83333 GN=mepM PE=1 SV=1	"yebA; mepM"	0.65751634	-0.604901348	1	0
P00363	Fumarate reductase flavoprotein subunit OS=Escherichia coli (strain K12) OX=83333 GN=frdA PE=1 SV=3	frdA	0.658169935	-0.60346797	1	0
P12994	UPF0098 protein YbhB OS=Escherichia coli (strain K12) OX=83333 GN=ybhB PE=1 SV=2	ybhB	0.658823529	-0.602036014		#VALEUR!
P0A7C2	LexA repressor OS=Escherichia coli (strain K12) OX=83333 GN=lexA PE=1 SV=1	lexA	0.659477124	-0.600605478	1	0
P33667	tRNA 2-selenouridine synthase OS=Escherichia coli (strain K12) OX=83333 GN=selU PE=1 SV=2	"selU; mnmH"	0.659477124	-0.600605478	1	0
P0AB01	Envelope biogenesis factor ElyC OS=Escherichia coli (strain K12) OX=83333 GN=elyC PE=4 SV=1	"ycbC; elyC"	0.659477124	-0.600605478	1	0
P0AB71	Fructose-bisphosphate aldolase class 2 OS=Escherichia coli (strain K12) OX=83333 GN=fbaA PE=1 SV=2	fbaA	0.660130719	-0.59917636	1	0
P76423	Hydroxyethylthiazole kinase OS=Escherichia coli (strain K12) OX=83333 GN=thiM PE=1 SV=1	thiM	0.660130719	-0.59917636	1	0
P0A7T7	30S ribosomal protein S18 OS=Escherichia coli (strain K12) OX=83333 GN=rpsR PE=1 SV=2	"rpsR; DDA3937_RS17220"	0.660784314	-0.597748656	1	0
P76046	Uncharacterized protein YcjX OS=Escherichia coli (strain K12) OX=83333 GN=ycjX PE=1 SV=1	ycjX	0.660784314	-0.597748656		#VALEUR!
P0C018	50S ribosomal protein L18 OS=Escherichia coli (strain K12) OX=83333 GN=rplR PE=1 SV=1	"AB185_RS09485; rplR"	0.661437908	-0.596322363	1	0
P08956	Type I restriction enzyme EcoKI R protein OS=Escherichia coli (strain K12) OX=83333 GN=hsdR PE=3 SV=3	hsdR	0.662091503	-0.594897479	1	0
P30870	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme OS=Escherichia coli (strain K12) OX=83333 GN=glnE PE=1 SV=2	glnE	0.662091503	-0.594897479	1	0
P76535	N-acetylmuramic acid 6-phosphate etherase OS=Escherichia coli (strain K12) OX=83333 GN=murQ PE=1 SV=1	murQ	0.662091503	-0.594897479	1	0
P0AF90	Regulator of ribonuclease activity B OS=Escherichia coli (strain K12) OX=83333 GN=rraB PE=1 SV=1	rraB	0.662091503	-0.594897479	1	0
P39286	Small ribosomal subunit biogenesis GTPase RsgA OS=Escherichia coli (strain K12) OX=83333 GN=rsgA PE=1 SV=2	rsgA	0.662745098	-0.593474001	1	0
P05042	Fumarate hydratase class II OS=Escherichia coli (strain K12) OX=83333 GN=fumC PE=1 SV=1	fumC	0.662745098	-0.593474001	1	0
P32681	Uncharacterized protein YjaH OS=Escherichia coli (strain K12) OX=83333 GN=yjaH PE=4 SV=1	yjaH	0.663398693	-0.592051926	1	0
P0AE06	Multidrug efflux pump subunit AcrA OS=Escherichia coli (strain K12) OX=83333 GN=acrA PE=1 SV=1	acrA	0.664052288	-0.590631251	1	0
P65556	Uncharacterized Nudix hydrolase YfcD OS=Escherichia coli (strain K12) OX=83333 GN=yfcD PE=1 SV=1	yfcD	0.664705882	-0.589211974	1	0
P0AC84	Hydroxyacylglutathione hydrolase GloB OS=Escherichia coli (strain K12) OX=83333 GN=gloB PE=1 SV=1	gloB	0.665359477	-0.587794092	1	0
P39371	N-acetylneuraminate epimerase OS=Escherichia coli (strain K12) OX=83333 GN=nanM PE=1 SV=2	nanM	0.665359477	-0.587794092	1	0
P0ADZ0	50S ribosomal protein L23 OS=Escherichia coli (strain K12) OX=83333 GN=rplW PE=1 SV=1	rplW	0.666013072	-0.586377601	1	0
P45568	1-deoxy-D-xylulose 5-phosphate reductoisomerase OS=Escherichia coli (strain K12) OX=83333 GN=dxr PE=1 SV=2	dxr	0.666013072	-0.586377601	1	0
P76491	5'-deoxynucleotidase YfbR OS=Escherichia coli (strain K12) OX=83333 GN=yfbR PE=1 SV=1	yfbR	0.666013072	-0.586377601	1	0
P37342	Uncharacterized protein YjjI OS=Escherichia coli (strain K12) OX=83333 GN=yjjI PE=1 SV=2	yjjI	0.666013072	-0.586377601	1	0
P69425	Sec-independent protein translocase protein TatB OS=Escherichia coli (strain K12) OX=83333 GN=tatB PE=1 SV=1	tatB	0.666666667	-0.584962501	1	0
P0A9M8	Phosphate acetyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=pta PE=1 SV=2	pta	0.667320261	-0.583548787	1	0
P0ABH0	Cell division protein FtsA OS=Escherichia coli (strain K12) OX=83333 GN=ftsA PE=1 SV=1	ftsA	0.667320261	-0.583548787	1	0
P0A6R3	DNA-binding protein Fis OS=Escherichia coli (strain K12) OX=83333 GN=fis PE=1 SV=1	fis	0.667320261	-0.583548787	1	0
P64604	Probable phospholipid ABC transporter-binding protein MlaD OS=Escherichia coli (strain K12) OX=83333 GN=mlaD PE=1 SV=1	mlaD	0.667973856	-0.582136457	1	0
P24255	RNA polymerase sigma-54 factor OS=Escherichia coli (strain K12) OX=83333 GN=rpoN PE=1 SV=2	rpoN	0.667973856	-0.582136457	1	0
P40120	Glucans biosynthesis protein D OS=Escherichia coli (strain K12) OX=83333 GN=mdoD PE=1 SV=3	opgD	0.667973856	-0.582136457	1	0
P06715	Glutathione reductase OS=Escherichia coli (strain K12) OX=83333 GN=gor PE=1 SV=1	gor	0.668627451	-0.580725508	1	0
